"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.170095542E0,-5.188658737E-1,-2.815653607E-2,-2.766843975E-1,5.887009778E-1
6.180145542E0,-4.450699557E-1,-6.127121866E-2,-2.210393697E-1,5.006993415E-1
6.190196542E0,-2.741817892E-1,1.162082948E-2,-1.331299907E-1,3.050152318E-1
6.200246542E0,-1.782371664E-1,5.224465258E-2,-4.056564331E-2,1.901146039E-1
6.210297542E0,-6.243731791E-2,9.456716493E-2,-1.510043442E-2,1.143214349E-1
6.220347542E0,-1.539064818E-1,1.913650792E-1,7.021979749E-2,2.554185166E-1
6.230398542E0,-2.243354269E-1,3.171339735E-1,1.261484152E-1,4.084284069E-1
6.240448542E0,-1.785873050E-1,3.597114245E-1,2.332851934E-1,4.644434475E-1
6.250499542E0,-9.991688303E-2,4.285160862E-1,1.867390180E-1,4.779967368E-1
6.260549542E0,-5.929192702E-2,3.440409596E-1,1.818209249E-1,3.936223612E-1
6.270600542E0,2.701418200E-2,1.401353936E-1,7.275222659E-2,1.601892039E-1
6.280650542E0,1.373200963E-1,-3.951694518E-2,2.750179410E-2,1.455154510E-1
6.290701542E0,1.937905408E-1,9.645618103E-2,1.884557605E-3,2.164766041E-1
6.300751542E0,2.100307802E-1,1.774491079E-1,9.687140644E-2,2.915221843E-1
6.310802542E0,1.716760971E-1,3.804250763E-1,1.433982861E-1,4.413150682E-1
6.320852542E0,3.554408192E-2,5.410511601E-1,5.880895615E-2,5.453973165E-1
6.330903542E0,3.207883006E-3,3.598737213E-1,-3.375948429E-2,3.614679634E-1
6.340953542E0,-6.116215895E-2,1.013183601E-1,-3.622554749E-1,3.810974270E-1
6.351004542E0,1.231048755E-1,-5.773613825E-3,-4.184787923E-1,4.362483749E-1
6.361054542E0,3.632230064E-1,-1.412296269E-2,-2.748010093E-1,4.556819123E-1
6.371105542E0,4.106136294E-1,-5.439171363E-2,-2.605215240E-1,4.893194004E-1
6.381155542E0,4.232484758E-1,-3.145663150E-2,-3.443244034E-1,5.465236378E-1
6.391206542E0,3.008575544E-1,-3.500709739E-2,-5.725757289E-1,6.477528311E-1
6.401256542E0,2.046183051E-1,-1.243319046E-2,-5.355207539E-1,5.734158289E-1
6.411307542E0,1.655302897E-1,2.161895063E-1,-2.634737831E-1,3.788886563E-1
6.421357542E0,1.394958909E-1,4.137368101E-1,-7.778375566E-2,4.434947172E-1
6.431408542E0,-2.931290063E-2,4.357779625E-1,-1.527380437E-1,4.626992422E-1
6.441458542E0,2.735743640E-2,6.225688380E-1,-2.040625638E-1,6.557300644E-1
6.451509542E0,7.654588183E-2,8.481332217E-1,9.334904373E-2,8.566815498E-1
6.461559542E0,1.507818942E-1,1.133730969E0,3.241222733E-1,1.188754111E0
6.471610542E0,2.227590358E-1,1.338977886E0,2.402147287E-1,1.378472518E0
6.481660542E0,3.975521191E-1,1.359192734E0,1.613375437E-1,1.425300802E0
6.491711542E0,4.370401937E-1,1.200215126E0,2.120434284E-2,1.277485853E0
6.501761542E0,4.710485501E-1,1.067276339E0,-9.823322296E-2,1.170732799E0
6.511812542E0,4.605713629E-1,6.959287365E-1,-2.862866950E-1,8.822714199E-1
6.521862542E0,2.317715320E-1,1.364709435E-1,-3.888065118E-1,4.727714724E-1
6.531913542E0,3.384354715E-2,9.072506916E-2,-2.142185926E-1,2.350872802E-1
6.541963542E0,-3.066780191E-1,1.371159645E-1,-3.306021577E-1,4.713278920E-1
6.552014542E0,-6.750263292E-1,-1.039784778E-1,-5.056163388E-1,8.497764124E-1
6.562064542E0,-1.014822283E0,2.407594699E-2,-7.452831835E-1,1.259321620E0
6.572115542E0,-1.098547760E0,1.137872917E-1,-8.264016062E-1,1.379381870E0
6.582165542E0,-8.545052250E-1,1.493587185E-2,-6.429194874E-1,1.069461419E0
6.592216542E0,-6.534123889E-1,-9.436792105E-2,-5.322778881E-1,8.480405678E-1
6.602266542E0,-4.129958216E-1,-3.879337052E-1,-4.963169271E-1,7.532520165E-1
6.612317542E0,-9.348799733E-2,-5.286637241E-1,-2.966029376E-1,6.133503415E-1
6.622367542E0,9.638581345E-2,-5.441402075E-1,-1.166139454E-1,5.647810219E-1
6.632418542E0,2.409766757E-1,-4.516082757E-1,-1.740189850E-2,5.121744029E-1
6.642468542E0,2.223988108E-1,-4.056325326E-1,7.522501409E-2,4.686766319E-1
6.652519542E0,2.941693812E-1,-4.078558633E-1,2.697840983E-1,5.706710872E-1
6.662569542E0,2.285017142E-1,-4.108424383E-1,2.446720612E-1,5.299707162E-1
6.672620542E0,2.220747471E-1,-4.221201459E-1,1.864396405E-1,5.121155635E-1
6.682671542E0,1.548526527E-1,-4.754225598E-1,2.586445677E-1,5.629413529E-1
6.692721542E0,1.574630873E-1,-4.642845276E-1,3.180329829E-1,5.843797777E-1
6.702772542E0,1.087505184E-1,-4.885334790E-1,3.834159636E-1,6.304755638E-1
6.712822542E0,-1.144973629E-1,-3.472052900E-1,3.312897903E-1,4.933701295E-1
6.722873542E0,-2.114675873E-1,-2.968335006E-1,1.900193059E-1,4.110182529E-1
6.732923542E0,-2.472769592E-1,-3.975536175E-1,-1.269781351E-2,4.683545749E-1
6.742974542E0,-1.712769333E-1,-4.520285808E-1,-8.973955750E-2,4.916490760E-1
6.753024542E0,-1.644960452E-1,-3.409787728E-1,-1.660258412E-2,3.789473818E-1
6.763075542E0,-9.475513464E-2,-2.994919007E-1,1.137716138E-1,3.340926731E-1
6.773125542E0,-2.717932016E-2,-2.949782522E-1,1.246988904E-1,3.214042594E-1
6.783176542E0,-9.476808988E-2,-4.352897931E-1,-9.268012226E-2,4.550250542E-1
6.793226542E0,-1.340848045E-1,-4.923174681E-1,-1.146101046E-1,5.229633833E-1
6.803277542E0,-7.821911741E-2,-2.888181374E-1,-4.124625921E-3,2.992509972E-1
6.813327542E0,-1.030081141E-1,-2.615132117E-1,-1.392526102E-1,3.136735898E-1
6.823378542E0,-1.508348846E-1,-4.313064140E-1,-1.350566483E-1,4.764626779E-1
6.833428542E0,-2.215131586E-1,-3.563539167E-1,4.613511622E-2,4.221192276E-1
6.843479542E0,-2.282543770E-1,-3.492116159E-1,4.118778706E-2,4.192198076E-1
6.853529542E0,-1.411886050E-1,-3.967052961E-1,1.212735915E-1,4.381969856E-1
6.863580542E0,-4.572869819E-2,-2.825321978E-1,2.329653507E-1,3.690371408E-1
6.873630542E0,-4.596496224E-2,-2.197738130E-1,2.271654975E-1,3.194017375E-1
6.883681542E0,5.873445896E-2,-1.465243538E-1,2.067242163E-1,2.601038726E-1
6.893731542E0,8.700529897E-2,-2.511578659E-1,3.049124157E-1,4.045018874E-1
6.903782542E0,3.286228387E-2,-3.520525952E-1,3.018291789E-1,4.648890328E-1
6.913832542E0,3.424463874E-2,-2.977845137E-1,2.465180272E-1,3.880972167E-1
6.923883542E0,1.831801102E-2,-2.496351779E-1,1.867752707E-1,3.123111802E-1
6.933933542E0,8.614210376E-2,-3.345342275E-1,2.352334857E-1,4.179334926E-1
6.943984542E0,6.624719004E-2,-3.382979706E-1,3.941385877E-1,5.236214600E-1
6.954034542E0,4.789095742E-2,-1.219104995E-1,3.346320587E-1,3.593526519E-1
6.964085542E0,5.348061236E-2,-2.033896589E-1,1.795463580E-1,2.765220134E-1
6.974135542E0,-5.211894658E-2,-2.669365773E-1,1.521328568E-1,3.116342841E-1
6.984186542E0,-7.228941034E-2,-2.564559915E-1,1.969394857E-1,3.313315491E-1
6.994236542E0,-1.236882175E-1,-2.397722407E-1,1.568995070E-1,3.121008777E-1
7.004287542E0,-5.736480352E-2,-1.427330557E-1,-1.060392559E-2,1.541943225E-1
7.014337542E0,-7.898179533E-2,-2.042500767E-1,-1.708538872E-1,2.777539713E-1
7.024388542E0,-6.822812621E-2,-2.110424216E-1,-1.951385432E-1,2.954200941E-1
7.034438542E0,-8.739748268E-2,-2.439358602E-1,-2.810113370E-2,2.606390178E-1
7.044489542E0,-9.259216734E-2,-2.115579633E-1,8.287434161E-2,2.453532918E-1
7.054539542E0,-5.000170634E-2,-1.859492419E-1,5.388735473E-2,1.999528399E-1
7.064590542E0,-1.265950511E-2,-1.718518973E-1,-1.942380720E-1,2.596570167E-1
7.074640542E0,-2.586613602E-2,-1.749315892E-1,-2.453883451E-1,3.024657961E-1
7.084691542E0,-6.684920657E-2,-1.701864641E-1,-1.165765232E-1,2.168463390E-1
7.094741542E0,-1.170597956E-1,-1.076901441E-1,3.829926252E-3,1.591063519E-1
7.104792542E0,-1.041443743E-1,-2.893275395E-3,2.430804491E-1,2.644664940E-1
7.114842542E0,-8.754122369E-2,7.973014757E-2,2.261264473E-1,2.552519000E-1
7.124893542E0,-1.350354338E-1,-4.714767125E-2,1.272880375E-2,1.435948945E-1
7.134943542E0,-1.788196222E-1,-1.672850026E-1,-1.267383993E-1,2.757233237E-1
7.144994542E0,-1.655720790E-1,-1.752278969E-1,-9.093472838E-2,2.576587938E-1
7.155044542E0,-2.664530491E-1,-8.867233101E-2,1.057159048E-1,3.000597644E-1
7.165095542E0,-3.354167551E-1,-1.333556201E-2,7.805155814E-2,3.446364498E-1
7.175145542E0,-3.389565863E-1,-1.126346593E-1,-5.642563105E-4,3.571812597E-1
7.185196542E0,-1.945779414E-1,-1.061762269E-1,-3.282451451E-2,2.240790379E-1
7.195246542E0,-7.730075737E-2,-8.565312121E-2,1.812461436E-2,1.167919771E-1
7.205297542E0,-6.070433110E-3,-1.674378342E-1,5.612391472E-2,1.766979691E-1
7.215347542E0,1.282195173E-1,-1.373224809E-1,2.204277509E-1,2.896309751E-1
7.225398542E0,2.304517789E-1,-4.032408021E-2,3.166723359E-1,3.937199794E-1
7.235448542E0,2.059621780E-1,-1.334109494E-1,2.611308038E-1,3.583408948E-1
7.245499542E0,2.645986047E-1,-1.566520602E-1,2.996581078E-1,4.293568110E-1
7.255549542E0,2.541853714E-1,-9.525699019E-3,2.527248466E-1,3.585676925E-1
7.265600542E0,2.004216122E-1,-3.441963494E-3,2.338494498E-1,3.080036281E-1
7.275650542E0,8.182337768E-2,-7.125811681E-2,1.880265749E-1,2.170870268E-1
7.285701542E0,9.045321018E-2,-3.264489535E-2,1.082261145E-1,1.447769467E-1
7.295751542E0,1.081399412E-1,-8.805906773E-4,7.863686442E-2,1.337115506E-1
7.305802542E0,1.981530387E-1,-7.925275896E-2,6.809374988E-2,2.240142525E-1
7.315852542E0,2.084208042E-1,-1.127471451E-1,1.481111419E-1,2.794424104E-1
7.325903542E0,1.680073895E-1,-6.276419554E-2,1.146808559E-1,2.128791344E-1
7.335953542E0,9.545166593E-2,-1.736926373E-2,1.348829859E-1,1.661509306E-1
7.346004542E0,-2.243200231E-2,-5.789032202E-2,4.504168689E-2,7.670226639E-2
7.356054542E0,-2.836195607E-2,-1.817488214E-1,6.853813827E-2,1.963020913E-1
7.366105542E0,3.216253661E-2,-8.730707925E-2,2.254861772E-2,9.573606953E-2
7.376155542E0,5.994894393E-3,-4.260986645E-2,4.122871757E-3,4.322658382E-2
7.386206542E0,-4.123098336E-2,1.724833600E-2,-1.008586228E-2,4.581728606E-2
7.396256542E0,5.242558736E-2,1.133302587E-1,-1.196854877E-1,1.729647528E-1
7.406307542E0,1.425176954E-1,1.015350726E-1,-1.782289803E-1,2.497723641E-1
7.416357542E0,1.245054938E-1,-1.387727000E-2,-2.171229047E-1,2.506722010E-1
7.426408542E0,8.804744639E-2,3.003246903E-2,-1.139856219E-1,1.471292765E-1
7.436458542E0,9.055184539E-2,1.188252527E-1,-3.764437437E-2,1.540654935E-1
7.446509542E0,6.510852702E-2,1.651766063E-1,-7.174592078E-2,1.914938868E-1
7.456559542E0,5.288086619E-2,1.727234979E-1,-1.338603079E-1,2.248296572E-1
7.466610542E0,4.461462088E-2,8.865639735E-2,-1.881335789E-1,2.127079328E-1
7.476660542E0,9.140338272E-2,1.238348912E-2,-2.299066722E-1,2.477196139E-1
7.486711542E0,1.216185042E-1,2.891411595E-2,-2.041438401E-1,2.393779315E-1
7.496761542E0,9.720250502E-2,2.835709557E-2,-1.982118398E-1,2.225766953E-1
7.506812542E0,1.167039194E-1,-7.110108253E-2,-3.125243211E-1,3.410962034E-1
7.516862542E0,1.862169347E-1,-9.733604081E-2,-3.806104696E-1,4.347589920E-1
7.526913542E0,2.688807400E-1,1.781098433E-3,-2.016494179E-1,3.360989622E-1
7.536963542E0,2.159359564E-1,7.282104101E-2,1.214466691E-2,2.282076559E-1
7.547014542E0,1.046639907E-1,1.048354969E-1,2.940857112E-2,1.510294555E-1
7.557064542E0,-5.281197868E-2,2.461542573E-2,-4.495339394E-3,5.843998933E-2
7.567115542E0,-8.674914524E-2,5.408652551E-2,3.246608019E-2,1.072604904E-1
7.577165542E0,-9.018105883E-2,1.360192827E-1,1.608902317E-1,2.291714103E-1
7.587216542E0,-3.017371584E-2,1.317515827E-1,2.299616361E-1,2.667419853E-1
7.597266542E0,-4.523468155E-2,3.466324456E-2,1.474042135E-1,1.580370814E-1
7.607317542E0,-4.505955745E-2,2.867982533E-2,2.521553278E-2,5.906538065E-2
7.617367542E0,-1.389208173E-1,-2.607923962E-2,-1.575193119E-1,2.116399155E-1
7.627418542E0,-1.473906188E-1,-1.053697131E-1,-1.579666239E-1,2.403751759E-1
7.637468542E0,-1.242788045E-1,-1.358604211E-1,-1.341175854E-1,2.277955268E-1
7.647519542E0,-1.298080778E-1,-1.414110733E-1,-7.828661621E-2,2.073065918E-1
7.657569542E0,-1.004456632E-2,-8.769219149E-2,5.367276192E-2,1.033033355E-1
7.667620542E0,7.874116413E-3,4.326533932E-2,1.296737015E-1,1.369275727E-1
7.677670542E0,-1.783177849E-2,6.161039371E-2,1.201854247E-1,1.362290323E-1
7.687721542E0,-2.545731515E-2,7.457977384E-2,6.089933574E-2,9.959390872E-2
7.697771542E0,-1.212320763E-1,3.941282820E-2,1.220249587E-1,1.764672148E-1
7.707822542E0,-2.866841595E-1,-1.978639305E-2,1.230827200E-1,3.126158419E-1
7.717872542E0,-3.258375175E-1,-4.470711652E-2,4.957561791E-2,3.326057065E-1
7.727923542E0,-3.469560890E-1,7.794265375E-3,1.611726522E-2,3.474176802E-1
7.737973542E0,-3.342191722E-1,-6.730616648E-2,-3.899508119E-3,3.409512887E-1
7.748024542E0,-3.114614435E-1,-1.354587174E-1,-7.373514354E-2,3.475545515E-1
7.758074542E0,-1.379351960E-1,-5.381868649E-2,-8.860870600E-2,1.725516505E-1
7.768125542E0,1.302273598E-2,-7.495439764E-2,-6.694886506E-2,1.013405344E-1
7.778175542E0,4.726669863E-3,-3.390277762E-2,2.584527791E-2,4.289193547E-2
7.788226542E0,-7.488638721E-3,4.485574543E-2,1.666333669E-1,1.727275212E-1
7.798276542E0,-9.110711161E-2,6.597259931E-2,1.513657022E-1,1.885854327E-1
7.808327542E0,-2.081265979E-1,5.436119847E-2,7.661723614E-2,2.283462755E-1
7.818377542E0,-2.297242026E-1,-1.392415736E-2,9.323677719E-2,2.483146955E-1
7.828428542E0,-3.216991872E-1,-2.944705311E-2,1.127202845E-1,3.421452301E-1
7.838478542E0,-2.676013327E-1,-1.012332466E-1,-4.056447387E-2,2.889707944E-1
7.848529542E0,-1.747821929E-1,-2.513998675E-1,-1.710427523E-1,3.507225847E-1
7.858579542E0,-1.929021294E-1,-3.343181363E-1,-2.011155671E-1,4.352324886E-1
7.868630542E0,2.367387783E-2,-3.812739093E-1,-1.308618557E-1,4.038007822E-1
7.878680542E0,1.700625397E-1,-4.052947097E-1,-1.464359146E-1,4.632802027E-1
7.888731542E0,2.016634512E-1,-4.524421982E-1,-1.591044921E-1,5.202752442E-1
7.898781667E0,1.441724940E-1,-5.433019361E-1,-6.469183981E-2,5.658159912E-1
7.908832667E0,5.036451694E-2,-7.372568567E-1,-9.181590378E-2,7.446572483E-1
7.918882667E0,-1.824199721E-2,-1.043496517E0,-1.625578576E-1,1.056239939E0
7.928933667E0,1.624856445E-1,-1.267130808E0,-2.299090111E-1,1.298029361E0
7.938983667E0,1.785744046E-1,-1.496283628E0,-3.219558799E-1,1.540911776E0
7.949034667E0,2.136024788E-1,-1.379554347E0,-4.059692591E-1,1.453825042E0
7.959084667E0,2.455217347E-1,-1.169136663E0,-4.455414605E-1,1.275017119E0
7.969135667E0,3.241503400E-1,-1.154809889E0,-6.019538945E-1,1.342016324E0
7.979185667E0,4.122271686E-1,-1.372501289E0,-6.753516537E-1,1.584231953E0
7.989236667E0,5.035945544E-1,-1.370523322E0,-7.036024761E-1,1.620801683E0
7.999286667E0,1.264984734E0,-1.137671188E0,-6.361028033E-1,1.816344925E0
8.009337667E0,1.960410902E0,-1.283653139E0,-5.812062192E-1,2.414286014E0
8.019387667E0,1.863338352E0,-1.904997424E0,-8.801492125E-1,2.806369119E0
8.029438667E0,1.672094200E0,-2.093577877E0,-8.154795921E-1,2.800709607E0
8.039488667E0,1.817649963E0,-1.688756864E0,-5.865312785E-1,2.549464664E0
8.049539667E0,1.592719271E0,-1.612908245E0,-8.020385975E-1,2.404473662E0
8.059589667E0,1.177731559E0,-1.779436508E0,-1.274417608E0,2.485475035E0
8.069639667E0,1.091865051E0,-1.887981150E0,-1.538981313E0,2.669289342E0
8.079690667E0,1.165262517E0,-2.138142138E0,-1.770120578E0,3.010451029E0
8.089741667E0,1.259147751E0,-2.280530464E0,-1.969976655E0,3.266049644E0
8.099791667E0,1.513886963E0,-2.076194397E0,-2.025119991E0,3.271627713E0
8.109842667E0,1.861275892E0,-2.029926695E0,-1.933371915E0,3.364948335E0
8.119892667E0,1.692434763E0,-2.470770210E0,-2.099492481E0,3.657445767E0
8.129942667E0,1.518580962E0,-2.441594212E0,-2.153207343E0,3.592182108E0
8.139993667E0,1.529585860E0,-2.351836820E0,-1.947124566E0,3.414976341E0
8.150043667E0,1.557955089E0,-2.422027236E0,-1.925758840E0,3.464388416E0
8.160094667E0,1.837248660E0,-2.729904482E0,-1.997069728E0,3.849175057E0
8.170144667E0,2.262993787E0,-3.367685436E0,-1.967437794E0,4.509241350E0
8.180195667E0,2.534863295E0,-3.427596885E0,-1.761070842E0,4.612518059E0
8.190245667E0,2.817044952E0,-3.172923746E0,-1.564022014E0,4.522095999E0
8.200296667E0,2.815865861E0,-3.099144164E0,-1.581736153E0,4.476123809E0
8.210346667E0,2.517937360E0,-3.084709435E0,-1.369521402E0,4.210822926E0
8.220397667E0,2.072287872E0,-3.241820319E0,-1.257928460E0,4.047982215E0
8.230447667E0,1.984594694E0,-3.098437528E0,-1.221818980E0,3.877083031E0
8.240498667E0,1.806228012E0,-2.925959576E0,-1.460348541E0,3.735815431E0
8.250548667E0,1.940959993E0,-2.446801596E0,-1.872937433E0,3.641710913E0
8.260599667E0,2.161928758E0,-2.174965710E0,-1.981074085E0,3.650899386E0
8.270649667E0,2.340275267E0,-2.374688762E0,-2.235219221E0,4.014005482E0
8.280700667E0,2.530391344E0,-2.643391418E0,-2.506734095E0,4.435551191E0
8.290750667E0,2.579946497E0,-2.844715731E0,-2.605597647E0,4.640869597E0
8.300801667E0,2.634015993E0,-3.068663798E0,-2.507884827E0,4.758594757E0
8.310851667E0,2.518302811E0,-3.104188849E0,-2.381778511E0,4.653031951E0
8.320902667E0,2.113324362E0,-2.768464823E0,-2.327481267E0,4.188998255E0
8.330952667E0,1.675406794E0,-2.215240746E0,-2.182964993E0,3.532649947E0
8.341003667E0,9.523506314E-1,-1.657129567E0,-2.660640997E0,3.275982393E0
8.351053667E0,3.302818034E-1,-1.753906980E0,-2.836531675E0,3.351296422E0
8.361104667E0,4.946693279E-2,-1.819272565E0,-2.695274640E0,3.252184654E0
8.371154667E0,-6.715687975E-2,-1.716540494E0,-2.701996599E0,3.201844302E0
8.381205667E0,3.172919215E-1,-1.652946469E0,-2.763813947E0,3.235981108E0
8.391255667E0,7.269843952E-1,-1.437072530E0,-2.733698448E0,3.172820665E0
8.401306667E0,1.006891412E0,-9.155547611E-1,-2.458176477E0,2.809751311E0
8.411356667E0,1.435318511E0,-3.815247548E-1,-1.763291030E0,2.305405739E0
8.421407667E0,1.771792151E0,4.025895685E-2,-1.316241572E0,2.207568818E0
8.431457667E0,1.648777112E0,-1.864111353E-1,-9.086959040E-1,1.891809537E0
8.441508667E0,1.506977455E0,-5.188295113E-1,-7.033101153E-1,1.742070673E0
8.451558667E0,1.092983842E0,-7.642301356E-1,-5.550907999E-1,1.444571624E0
8.461609667E0,5.212729897E-1,-1.020182426E0,-4.205077761E-1,1.220378835E0
8.471659667E0,7.521850906E-2,-1.138462682E0,-5.589312512E-1,1.270495669E0
8.481710667E0,-2.276234076E-1,-7.742787950E-1,-7.861511278E-1,1.126655965E0
8.491760667E0,7.275814690E-2,1.227975586E-1,-2.935313952E-1,3.263949576E-1
8.501811667E0,5.642695398E-1,6.290716727E-1,1.907981551E-1,8.663343575E-1
8.511861667E0,8.815731557E-1,3.499126239E-1,3.824079037E-3,9.484854753E-1
8.521912667E0,8.198464389E-1,1.253826127E-1,-1.754199779E-1,8.477270502E-1
8.531962667E0,6.562001952E-1,3.456043955E-1,-1.155579382E-1,7.505962506E-1
8.542013667E0,3.014853626E-1,5.215345064E-1,1.890925223E-1,6.313854981E-1
8.552063667E0,-2.476471245E-2,7.357566074E-1,5.068220347E-1,8.937671124E-1
8.562114667E0,-2.628971746E-1,7.716084447E-1,4.614721996E-1,9.367236024E-1
8.572164667E0,-5.769623101E-2,-2.190007380E-1,-1.125004292E-2,2.267526004E-1
8.582215667E0,-3.137020234E-2,-9.369568860E-1,-4.925220841E-1,1.058985505E0
8.592265667E0,-3.204172217E-1,1.629256475E-1,1.056808215E-1,3.746737229E-1
8.602316667E0,-3.879244227E-1,1.584493408E0,8.722765213E-1,1.849857034E0
8.612366667E0,-8.088231218E-1,2.000999496E0,1.047364377E0,2.398992698E0
8.622417667E0,-1.627005882E0,2.141193800E0,8.911454862E-1,2.833019468E0
8.632467667E0,-2.399147666E0,2.121430504E0,1.416812512E0,3.501961536E0
8.642518667E0,-2.515372771E0,2.417614634E0,1.059457004E0,3.646150003E0
8.652568667E0,-1.893936100E0,2.407254245E0,2.801582283E-1,3.075769105E0
8.662619667E0,-2.087804190E0,7.265589371E-2,5.055005640E-1,2.149357121E0
8.672669667E0,-1.733981715E0,-5.495057588E-1,1.208976156E-1,1.822982557E0
8.682720667E0,-2.041514122E0,9.278109636E-1,6.476130474E-1,2.334098489E0
8.692770667E0,-2.773075352E0,1.955028102E0,1.690614817E0,3.790812610E0
8.702821667E0,-3.102119227E0,2.257637445E0,1.829343517E0,4.250478589E0
8.712871667E0,-3.542133899E0,2.508847278E0,1.598037021E0,4.625445876E0
8.722922667E0,-3.642194670E0,2.926177678E0,1.766122836E0,4.994725987E0
8.732972667E0,-3.406430841E0,2.955483922E0,2.279564504E0,5.053223785E0
8.743023667E0,-3.001474905E0,2.627575577E0,2.719746407E0,4.828045726E0
8.753073667E0,-2.459028709E0,2.261665007E0,2.915760278E0,4.434366786E0
8.763123667E0,-2.076975292E0,2.246465901E0,2.871316177E0,4.195818394E0
8.773174667E0,-2.109622782E0,2.003278010E0,2.666560718E0,3.946413198E0
8.783224667E0,-2.218584915E0,2.078753723E0,2.573760143E0,3.983412776E0
8.793275667E0,-2.585054040E0,2.435630490E0,2.219635221E0,4.188267039E0
8.803325667E0,-2.609293965E0,2.559611050E0,1.825652170E0,4.085710412E0
8.813376667E0,-2.400118157E0,2.490514211E0,1.683118102E0,3.846571818E0
8.823426667E0,-2.188480087E0,2.376893455E0,1.677375551E0,3.640419801E0
8.833477667E0,-1.937737008E0,2.472814104E0,1.944618450E0,3.694749683E0
8.843527667E0,-1.955226907E0,2.532458335E0,2.238554472E0,3.904789828E0
8.853578667E0,-1.874373655E0,2.563686560E0,2.250348306E0,3.892278623E0
8.863628667E0,-1.815656793E0,2.408112763E0,1.918167400E0,3.574210800E0
8.873679667E0,-1.768846470E0,1.832542529E0,1.888985116E0,3.171008471E0
8.883729667E0,-1.419478258E0,1.861271946E0,2.126337633E0,3.162366758E0
8.893780667E0,-1.395265961E0,1.619494110E0,2.312129987E0,3.148884461E0
8.903830042E0,-1.431434644E0,1.514668590E0,2.580724177E0,3.317131796E0
8.913881042E0,-1.286694276E0,1.903618066E0,2.580880882E0,3.455472476E0
8.923931042E0,-1.300853747E0,1.962389600E0,2.082679397E0,3.143365535E0
8.933982042E0,-1.261748592E0,1.457223497E0,1.499076405E0,2.441872211E0
8.944032042E0,-1.387566640E0,1.150755283E0,1.318568764E0,2.233428416E0
8.954083042E0,-1.546935280E0,1.450254785E0,1.770679572E0,2.762526714E0
8.964133042E0,-1.382322418E0,1.665722489E0,2.342090535E0,3.189174620E0
8.974184042E0,-1.293957395E0,6.123879585E-1,2.350964854E0,2.752522570E0
8.984234042E0,-9.412568553E-1,1.516540430E0,2.469502534E0,3.047015278E0
8.994285042E0,-4.297911081E-1,1.920691205E0,2.398371740E0,3.102573465E0
9.004335042E0,-5.873759088E-1,1.749452717E0,2.389846500E0,3.019430668E0
9.014386042E0,-7.313286571E-1,1.773546900E0,1.926044769E0,2.718447841E0
9.024436042E0,-1.261888341E0,1.336575996E0,1.688377672E0,2.495879953E0
9.034487042E0,-1.603550799E0,1.288101847E0,1.410346076E0,2.493924135E0
9.044537042E0,-1.935435690E0,1.596494818E0,1.274281953E0,2.813983211E0
9.054588042E0,-2.102451465E0,1.646249945E0,7.762476987E-1,2.780827491E0
9.064638042E0,-2.035947134E0,1.549939579E0,3.418714964E-1,2.581524657E0
9.074689042E0,-1.833540210E0,1.198880865E0,-6.899539053E-2,2.191790453E0
9.084739042E0,-1.252699734E0,6.841808031E-1,-3.332310659E-1,1.465743135E0
9.094790042E0,-8.829056630E-1,2.895823137E-1,-3.478321481E-1,9.921529768E-1
9.104840042E0,-4.805038632E-1,3.926760164E-1,4.441790593E-1,7.631339680E-1
9.114891042E0,-4.508513445E-2,6.998117262E-1,9.480687153E-1,1.179238488E0
9.124941042E0,-7.725224376E-2,7.082852188E-1,8.162941092E-1,1.083499854E0
9.134992042E0,-2.662310377E-1,7.222614529E-1,5.469269174E-1,9.442825979E-1
9.145042042E0,-6.728014637E-1,4.965116028E-1,-1.059614879E-1,8.428602602E-1
9.155093042E0,-8.484448052E-1,3.862702820E-1,-1.778383863E-1,9.490467901E-1
9.165143042E0,-6.842377404E-1,6.160849337E-1,7.585943699E-2,9.238487891E-1
9.175193042E0,-5.376197216E-1,4.689974930E-1,1.088973749E-1,7.217009434E-1
9.185244042E0,-3.630021278E-1,-3.612022452E-2,-3.297478795E-2,3.662820663E-1
9.195294042E0,-4.102646238E-1,-2.287779403E-1,-1.779190779E-1,5.023062868E-1
9.205345042E0,-4.347921585E-1,1.441568892E-2,-5.741790354E-2,4.388038843E-1
9.215395042E0,-2.565109370E-1,-3.708094032E-2,-3.304173857E-1,4.199386928E-1
9.225446042E0,-2.032391205E-2,-4.222410736E-1,-5.504551274E-1,6.940471402E-1
9.235496042E0,-6.449610427E-2,-6.396793990E-1,-2.869772512E-1,7.040635082E-1
9.245547042E0,-1.587631426E-1,-4.969842771E-1,8.952262580E-2,5.293518751E-1
9.255597042E0,-4.217527580E-1,-6.575226161E-1,2.067930381E0,2.210553650E0
9.265648042E0,-6.933796428E-1,-2.401503363E-1,1.088939250E0,1.313101749E0
9.275698042E0,1.101556683E-1,-4.649807482E-1,-4.994013333E-1,6.911895971E-1
9.285749042E0,-2.054549685E-1,-8.585653853E-1,-1.041166914E-1,8.889243784E-1
9.295799042E0,-1.608696386E-1,-2.677907825E-1,7.999107957E-2,3.224740557E-1
9.305850042E0,2.344673177E-1,-2.099856653E-1,-1.116835731E-1,3.339792257E-1
